Player_ID,FullName,FirstName,LastName,Position,DateOfBirth,Height,Weight,SeasonExperience
1629048,Goga Bitadze,Goga,Bitadze,Center-Forward,1999-07-20T00:00:00,6-11,250,6
202687,Bismack Biyombo,Bismack,Biyombo,Center,1992-08-28T00:00:00,6-8,255,14
1641710,Anthony Black,Anthony,Black,Guard,2004-01-20T00:00:00,6-7,200,2
203992,Bogdan Bogdanović,Bogdan,Bogdanović,Guard,1992-08-18T00:00:00,6-5,225,8
1629626,Bol Bol,Bol,Bol,Center-Forward,1999-11-16T00:00:00,7-3,220,7
1641737,Adem Bona,Adem,Bona,Forward,2003-03-28T00:00:00,6-10,235,1
1626164,Devin Booker,Devin,Booker,Guard,1996-10-30T00:00:00,6-5,206,10
1630527,Brandon Boston,Brandon,Boston,Guard,2001-11-28T00:00:00,6-6,188,5
1628449,Chris Boucher,Chris,Boucher,Forward,1993-01-11T00:00:00,6-8,200,8
1631123,Jamaree Bouyea,Jamaree,Bouyea,Guard,1999-06-27T00:00:00,6-2,180,4
1628396,Tony Bradley,Tony,Bradley,Center-Forward,1998-01-08T00:00:00,6-10,248,7
1631103,Malaki Branham,Malaki,Branham,Forward,2003-05-12T00:00:00,6-4,180,3
1631128,Christian Braun,Christian,Braun,Guard,2001-04-17T00:00:00,6-6,220,3
1641779,Jalen Bridges,Jalen,Bridges,Forward,2001-05-14T00:00:00,6-8,225,2
1628969,Mikal Bridges,Mikal,Bridges,Guard-Forward,1996-08-30T00:00:00,6-6,209,7
1628970,Miles Bridges,Miles,Bridges,Forward,1998-03-21T00:00:00,6-7,225,6
1629052,Oshae Brissett,Oshae,Brissett,Forward-Guard,1998-06-20T00:00:00,6-7,210,5
1627763,Malcolm Brogdon,Malcolm,Brogdon,Guard,1992-12-11T00:00:00,6-4,229,10
1628415,Dillon Brooks,Dillon,Brooks,Guard-Forward,1996-01-22T00:00:00,6-7,225,8
1631232,Keion Brooks Jr.,Keion,Brooks Jr.,Forward,2000-08-07T00:00:00,6-7,210,2
1628971,Bruce Brown,Bruce,Brown,Guard-Forward,1996-08-15T00:00:00,6-4,202,7
1627759,Jaylen Brown,Jaylen,Brown,Guard-Forward,1996-10-24T00:00:00,6-6,223,9
1641738,Kobe Brown,Kobe,Brown,Forward,2000-01-01T00:00:00,6-7,250,2
1629650,Moses Brown,Moses,Brown,Center,1999-10-13T00:00:00,7-2,258,7
1628973,Jalen Brunson,Jalen,Brunson,Guard,1996-08-31T00:00:00,6-2,190,7
1628418,Thomas Bryant,Thomas,Bryant,Center-Forward,1997-07-31T00:00:00,6-9,248,8
1641723,Kobe Bufkin,Kobe,Bufkin,Guard,2003-09-21T00:00:00,6-4,195,3
202692,Alec Burks,Alec,Burks,Guard,1991-07-20T00:00:00,6-5,214,15
1630215,Jared Butler,Jared,Butler,Guard,2000-08-25T00:00:00,6-3,193,5
202710,Jimmy Butler III,Jimmy,Butler III,Forward,1989-09-14T00:00:00,6-6,230,14
1641824,Matas Buzelis,Matas,Buzelis,Forward,2004-10-13T00:00:00,6-8,209,1
1631288,Jamal Cain,Jamal,Cain,Forward,1999-03-20T00:00:00,6-7,191,3
203484,Kentavious Caldwell-Pope,Kentavious,Caldwell-Pope,Guard,1993-02-18T00:00:00,6-5,204,12
1641739,Toumani Camara,Toumani,Camara,Forward,2000-05-08T00:00:00,6-7,230,2
203991,Clint Capela,Clint,Capela,Center,1994-05-18T00:00:00,6-10,256,11
1642382,Branden Carlson,Branden,Carlson,Center,1999-06-14T00:00:00,7-0,220,1
1642267,Bub Carrington,Bub,Carrington,Guard,2005-07-21T00:00:00,6-4,190,1
1642269,Devin Carter,Devin,Carter,Guard,2002-03-18T00:00:00,6-2,195,1
1628975,Jevon Carter,Jevon,Carter,Guard,1995-09-14T00:00:00,6-0,200,7
1628976,Wendell Carter Jr.,Wendell,Carter Jr.,Center-Forward,1999-04-16T00:00:00,6-10,270,7
1630618,D.J. Carton,D.J.,Carton,Guard,2000-08-05T00:00:00,6-3,200,3
1627936,Alex Caruso,Alex,Caruso,Guard,1994-02-28T00:00:00,6-5,186,8
1642264,Stephon Castle,Stephon,Castle,Guard,2004-11-01T00:00:00,6-6,215,1
1630658,Colin Castleton,Colin,Castleton,Center,2000-05-25T00:00:00,6-10,250,2
1630577,Julian Champagnie,Julian,Champagnie,Forward,2001-06-29T00:00:00,6-7,217,3
1630551,Justin Champagnie,Justin,Champagnie,Guard-Forward,2001-06-29T00:00:00,6-6,206,4
1642279,Ulrich Chomche,Ulrich,Chomche,Center,2005-12-30T00:00:00,6-11,235,2
1642353,Cam Christie,Cam,Christie,Guard,2005-07-24T00:00:00,6-5,190,1
1631108,Max Christie,Max,Christie,Guard,2003-02-10T00:00:00,6-5,190,3
1630528,Josh Christopher,Josh,Christopher,Guard,2001-12-08T00:00:00,6-4,215,4
1631321,Sidy Cissoko,Sidy,Cissoko,Guard,2004-04-02T00:00:00,6-6,220,2
1641740,Jaylen Clark,Jaylen,Clark,Guard,2001-10-13T00:00:00,6-5,205,1
1629634,Brandon Clarke,Brandon,Clarke,Forward,1996-09-19T00:00:00,6-8,215,6
203903,Jordan Clarkson,Jordan,Clarkson,Guard,1992-06-07T00:00:00,6-5,194,11
1629651,Nic Claxton,Nic,Claxton,Center,1999-04-17T00:00:00,6-11,215,6
1642270,Donovan Clingan,Donovan,Clingan,Center,2004-02-23T00:00:00,7-2,280,1
1641730,Noah Clowney,Noah,Clowney,Forward-Center,2004-07-14T00:00:00,6-10,210,2
1629599,Amir Coffey,Amir,Coffey,Guard-Forward,1997-06-17T00:00:00,6-7,210,6
1642268,Isaiah Collier,Isaiah,Collier,Guard,2004-10-08T00:00:00,6-4,210,1
1628381,John Collins,John,Collins,Forward-Center,1997-09-23T00:00:00,6-9,226,8
1641879,Yuri Collins,Yuri,Collins,Guard,2001-03-07T00:00:00,6-0,190,2
1628380,Zach Collins,Zach,Collins,Forward-Center,1997-11-19T00:00:00,6-9,250,8
201144,Mike Conley,Mike,Conley,Guard,1987-10-11T00:00:00,6-1,175,18
1626192,Pat Connaughton,Pat,Connaughton,Guard,1993-01-06T00:00:00,6-5,209,10
1641731,Bilal Coulibaly,Bilal,Coulibaly,Guard,2004-07-26T00:00:00,6-7,195,2
1641741,Ricky Council IV,Ricky,Council IV,Guard,2001-08-03T00:00:00,6-6,207,3
1628470,Torrey Craig,Torrey,Craig,Forward,1990-12-19T00:00:00,6-5,221,9
1642384,Isaiah Crawford,Isaiah,Crawford,Forward,2001-11-01T00:00:00,6-6,220,1
203109,Jae Crowder,Jae,Crowder,Forward,1990-07-06T00:00:00,6-6,235,14
1642385,Cui Yongxi,Cui,Yongxi,Forward,2003-05-28T00:00:00,6-5,190,0
1630595,Cade Cunningham,Cade,Cunningham,Guard,2001-09-25T00:00:00,6-6,220,4
203552,Seth Curry,Seth,Curry,Guard,1990-08-23T00:00:00,6-1,185,13
201939,Stephen Curry,Stephen,Curry,Guard,1988-03-14T00:00:00,6-2,185,16
1642359,Pacôme Dadiet,Pacôme,Dadiet,Forward,2005-07-27T00:00:00,6-9,210,1
1630700,Dyson Daniels,Dyson,Daniels,Guard,2003-03-17T00:00:00,6-7,199,3
1642368,N'Faly Dante,N'Faly,Dante,Center,2001-10-19T00:00:00,6-11,230,1
203076,Anthony Davis,Anthony,Davis,Forward-Center,1993-03-11T00:00:00,6-10,253,13
1631098,Johnny Davis,Johnny,Davis,Guard,2002-02-27T00:00:00,6-4,195,4
1629056,Terence Davis,Terence,Davis,Guard,1997-05-16T00:00:00,6-4,201,6
1631120,JD Davison,JD,Davison,Guard,2002-10-03T00:00:00,6-1,195,3
201942,DeMar DeRozan,DeMar,DeRozan,Guard-Forward,1989-08-07T00:00:00,6-6,220,16
1642484,RayJ Dennis,RayJ,Dennis,Guard,2001-03-30T00:00:00,6-1,180,1
1628978,Donte DiVincenzo,Donte,DiVincenzo,Guard,1997-01-31T00:00:00,6-4,203,7
1631217,Moussa Diabaté,Moussa,Diabaté,Forward,2002-01-21T00:00:00,6-10,210,3
1641711,Gradey Dick,Gradey,Dick,Guard-Forward,2003-11-20T00:00:00,6-7,200,2
1631172,Ousmane Dieng,Ousmane,Dieng,Forward,2003-05-21T00:00:00,6-9,185,3
1642265,Rob Dillingham,Rob,Dillingham,Guard,2005-01-04T00:00:00,6-2,175,1
203915,Spencer Dinwiddie,Spencer,Dinwiddie,Guard,1993-04-06T00:00:00,6-5,215,12
1629029,Luka Dončić,Luka,Dončić,Forward-Guard,1999-02-28T00:00:00,6-8,230,7
1629652,Luguentz Dort,Luguentz,Dort,Guard,1999-04-19T00:00:00,6-4,220,6
1630245,Ayo Dosunmu,Ayo,Dosunmu,Guard,2000-01-17T00:00:00,6-4,200,4
1630288,Jeff Dowtin Jr.,Jeff,Dowtin Jr.,Guard,1997-05-10T00:00:00,6-3,177,5
1628408,PJ Dozier,PJ,Dozier,Guard-Forward,1996-10-25T00:00:00,6-6,205,6
203083,Andre Drummond,Andre,Drummond,Center,1993-08-10T00:00:00,6-11,279,13
1630537,Chris Duarte,Chris,Duarte,Guard,1997-06-13T00:00:00,6-5,190,3
1642505,Alex Ducas,Alex,Ducas,Guard,2000-12-11T00:00:00,6-7,220,2
1630561,David Duke Jr.,David,Duke Jr.,Guard,1999-10-13T00:00:00,6-4,204,5
1627739,Kris Dunn,Kris,Dunn,Guard,1994-03-18T00:00:00,6-3,205,9
1642346,Ryan Dunn,Ryan,Dunn,Forward,2003-01-07T00:00:00,6-7,216,1
201142,Kevin Durant,Kevin,Durant,Forward,1988-09-29T00:00:00,6-11,240,18
1631105,Jalen Duren,Jalen,Duren,Center,2003-11-18T00:00:00,6-10,250,3
1631106,Tari Eason,Tari,Eason,Forward,2001-05-10T00:00:00,6-8,215,3
1641744,Zach Edey,Zach,Edey,Center,2002-05-14T00:00:00,7-3,305,1
1630162,Anthony Edwards,Anthony,Edwards,Guard,2001-08-05T00:00:00,6-4,225,5
1642399,Jesse Edwards,Jesse,Edwards,Center,2000-03-18T00:00:00,7-0,236,2
1642348,Justin Edwards,Justin,Edwards,Forward,2003-12-16T00:00:00,6-7,203,1
1630556,Kessler Edwards,Kessler,Edwards,Forward,2000-08-09T00:00:00,6-7,203,5
1631165,Keon Ellis,Keon,Ellis,Guard,2000-01-08T00:00:00,6-4,175,3
203954,Joel Embiid,Joel,Embiid,Center-Forward,1994-03-16T00:00:00,7-0,280,9
1630623,Tyson Etienne,Tyson,Etienne,Guard,1999-09-17T00:00:00,6-0,200,1
1629234,Drew Eubanks,Drew,Eubanks,Forward-Center,1997-02-01T00:00:00,6-10,245,7
1641787,Tosan Evbuomwan,Tosan,Evbuomwan,Forward,2001-02-16T00:00:00,6-8,217,2
203957,Danté Exum,Danté,Exum,Guard,1995-07-13T00:00:00,6-5,214,9
1628981,Bruno Fernando,Bruno,Fernando,Forward-Center,1998-08-15T00:00:00,6-9,240,5
1642271,Kyle Filipowski,Kyle,Filipowski,Center,2003-11-07T00:00:00,6-11,250,1
1627827,Dorian Finney-Smith,Dorian,Finney-Smith,Forward,1993-05-04T00:00:00,6-7,220,9
1641745,Adam Flagler,Adam,Flagler,Guard,1999-12-01T00:00:00,6-3,180,3
1642280,Trentyn Flowers,Trentyn,Flowers,Forward,2005-03-08T00:00:00,6-9,185,1
1630201,Malachi Flynn,Malachi,Flynn,Guard,1998-05-09T00:00:00,6-1,185,4
1631323,Simone Fontecchio,Simone,Fontecchio,Forward,1995-12-09T00:00:00,6-7,209,3
1628368,De'Aaron Fox,De'Aaron,Fox,Guard,1997-12-20T00:00:00,6-3,185,8
1642402,Enrique Freeman,Enrique,Freeman,Forward,2000-07-29T00:00:00,6-9,220,1
1628365,Markelle Fultz,Markelle,Fultz,Guard,1998-05-29T00:00:00,6-4,209,9
1642277,Johnny Furphy,Johnny,Furphy,Guard,2004-12-08T00:00:00,6-8,200,1
1629655,Daniel Gafford,Daniel,Gafford,Forward-Center,1998-10-01T00:00:00,6-10,265,6
1629636,Darius Garland,Darius,Garland,Guard,2000-01-26T00:00:00,6-1,192,6
1630585,Marcus Garrett,Marcus,Garrett,Guard,1998-11-09T00:00:00,6-5,205,3
1630568,Luka Garza,Luka,Garza,Center,1998-12-27T00:00:00,6-10,243,4
1641718,Keyonte George,Keyonte,George,Guard,2003-11-08T00:00:00,6-4,185,2
1642273,Kyshawn George,Kyshawn,George,Forward,2003-12-12T00:00:00,6-8,200,1
202331,Paul George,Paul,George,Forward,1990-05-02T00:00:00,6-8,220,15
201959,Taj Gibson,Taj,Gibson,Forward,1985-06-24T00:00:00,6-9,232,17
1630581,Josh Giddey,Josh,Giddey,Guard,2002-10-10T00:00:00,6-7,216,4
1628983,Shai Gilgeous-Alexander,Shai,Gilgeous-Alexander,Guard,1998-07-12T00:00:00,6-6,195,7
1630264,Anthony Gill,Anthony,Gill,Forward,1992-10-17T00:00:00,6-7,230,5
1631221,Collin Gillespie,Collin,Gillespie,Guard,1999-06-25T00:00:00,6-1,195,2
203497,Rudy Gobert,Rudy,Gobert,Center,1992-06-26T00:00:00,7-1,258,12
1630692,Jordan Goodwin,Jordan,Goodwin,Guard,1998-10-23T00:00:00,6-3,215,4
203932,Aaron Gordon,Aaron,Gordon,Forward,1995-09-16T00:00:00,6-8,235,11
201569,Eric Gordon,Eric,Gordon,Guard,1988-12-25T00:00:00,6-3,215,17
1641789,Jazian Gortman,Jazian,Gortman,Guard,2003-03-14T00:00:00,6-2,184,2
203924,Jerami Grant,Jerami,Grant,Forward,1994-03-12T00:00:00,6-7,213,11
1631260,AJ Green,AJ,Green,Guard,1999-09-27T00:00:00,6-4,190,3
203110,Draymond Green,Draymond,Green,Forward,1990-03-04T00:00:00,6-6,230,13
1630224,Jalen Green,Jalen,Green,Guard,2002-02-09T00:00:00,6-4,186,4
1629750,Javonte Green,Javonte,Green,Guard,1993-07-23T00:00:00,6-5,205,6
201145,Jeff Green,Jeff,Green,Forward,1986-08-28T00:00:00,6-8,235,18
1630182,Josh Green,Josh,Green,Guard,2000-11-16T00:00:00,6-6,200,5
1629656,Quentin Grimes,Quentin,Grimes,Guard,2000-05-08T00:00:00,6-4,210,4
1631243,Mouhamed Gueye,Mouhamed,Gueye,Forward,2002-11-09T00:00:00,6-11,210,2
1629060,Rui Hachimura,Rui,Hachimura,Forward,1998-02-08T00:00:00,6-8,230,6
1630169,Tyrese Haliburton,Tyrese,Haliburton,Guard,2000-02-29T00:00:00,6-5,185,5
1641790,PJ Hall,PJ,Hall,Center,2002-02-21T00:00:00,6-8,245,1
203501,Tim Hardaway Jr.,Tim,Hardaway Jr.,Guard-Forward,1992-03-16T00:00:00,6-5,205,12
201935,James Harden,James,Harden,Guard,1989-08-26T00:00:00,6-5,220,16
1630702,Jaden Hardy,Jaden,Hardy,Guard,2002-07-05T00:00:00,6-3,198,3
1641989,Elijah Harkless,Elijah,Harkless,Guard,2000-02-03T00:00:00,6-3,195,1
1631199,Ron Harper Jr.,Ron,Harper Jr.,Guard-Forward,2000-04-12T00:00:00,6-5,233,3
203914,Gary Harris,Gary,Harris,Guard,1994-09-14T00:00:00,6-4,210,11
202699,Tobias Harris,Tobias,Harris,Forward,1992-07-15T00:00:00,6-8,226,14
1628404,Josh Hart,Josh,Hart,Guard,1995-03-06T00:00:00,6-5,215,8
1628392,Isaiah Hartenstein,Isaiah,Hartenstein,Center-Forward,1998-05-05T00:00:00,7-0,250,7
1630573,Sam Hauser,Sam,Hauser,Forward,1997-12-08T00:00:00,6-7,217,4
1641722,Jordan Hawkins,Jordan,Hawkins,Guard,2002-04-29T00:00:00,6-5,190,2
1629637,Jaxson Hayes,Jaxson,Hayes,Center-Forward,2000-05-23T00:00:00,7-0,220,6
1630165,Killian Hayes,Killian,Hayes,Guard,2001-07-27T00:00:00,6-5,195,6
1630703,Scoot Henderson,Scoot,Henderson,Guard,2004-02-03T00:00:00,6-3,207,2
1641707,Taylor Hendricks,Taylor,Hendricks,Forward,2003-11-22T00:00:00,6-9,215,2
1629639,Tyler Herro,Tyler,Herro,Guard,2000-01-20T00:00:00,6-5,195,6
1627741,Buddy Hield,Buddy,Hield,Guard,1992-12-17T00:00:00,6-4,220,9
1629312,Haywood Highsmith,Haywood,Highsmith,Forward,1996-12-09T00:00:00,6-5,220,5
1628988,Aaron Holiday,Aaron,Holiday,Guard,1996-09-30T00:00:00,6-0,185,7
201950,Jrue Holiday,Jrue,Holiday,Guard,1990-06-12T00:00:00,6-4,220,16
1641842,Ronald Holland II,Ronald,Holland II,Forward,2005-07-07T00:00:00,6-8,206,1
1629640,Keldon Johnson,Keldon,Johnson,Forward-Guard,1999-10-11T00:00:00,6-6,220,6
1630553,Keon Johnson,Keon,Johnson,Guard,2002-03-10T00:00:00,6-5,185,5
1642352,Keshad Johnson,Keshad,Johnson,Forward,2001-06-23T00:00:00,6-6,225,1
203999,Nikola Jokić,Nikola,Jokić,Center,1995-02-19T00:00:00,6-11,284,10
1641732,Colby Jones,Colby,Jones,Guard,2002-05-28T00:00:00,6-6,207,2
1641794,Dillon Jones,Dillon,Jones,Forward,2001-10-29T00:00:00,6-5,235,2
1630529,Herbert Jones,Herbert,Jones,Forward,1998-10-06T00:00:00,6-7,206,4
1642403,Isaac Jones,Isaac,Jones,Forward,2000-07-11T00:00:00,6-8,245,1
1630539,Kai Jones,Kai,Jones,Center-Forward,2001-01-19T00:00:00,6-11,221,4
1630222,Mason Jones,Mason,Jones,Guard,1998-07-21T00:00:00,6-4,200,5
1642461,Spencer Jones,Spencer,Jones,Forward,2001-06-14T00:00:00,6-7,225,1
1630200,Tre Jones,Tre,Jones,Guard,2000-01-08T00:00:00,6-1,185,5
1626145,Tyus Jones,Tyus,Jones,Guard,1996-05-10T00:00:00,6-0,196,10
1627884,Derrick Jones Jr.,Derrick,Jones Jr.,Forward,1997-02-15T00:00:00,6-6,210,9
201599,DeAndre Jordan,DeAndre,Jordan,Center,1988-07-21T00:00:00,6-11,265,17
202709,Cory Joseph,Cory,Joseph,Guard,1991-08-20T00:00:00,6-2,200,15
1631107,Nikola Jović,Nikola,Jović,Forward,2003-06-09T00:00:00,6-10,205,3
1630548,Johnny Juzang,Johnny,Juzang,Guard,2001-03-17T00:00:00,6-7,226,3
1642530,Yuki Kawamura,Yuki,Kawamura,Guard,2001-05-02T00:00:00,5-8,159,2
1630283,Kylor Kelley,Kylor,Kelley,Center,1997-08-26T00:00:00,7-0,215,2
1628379,Luke Kennard,Luke,Kennard,Guard,1996-06-24T00:00:00,6-5,206,8
1631117,Walker Kessler,Walker,Kessler,Center,2001-07-26T00:00:00,7-2,245,3
1630296,Braxton Key,Braxton,Key,Forward,1997-02-14T00:00:00,6-8,225,5
1630557,Corey Kispert,Corey,Kispert,Forward,1999-03-03T00:00:00,6-6,224,4
1628467,Maxi Kleber,Maxi,Kleber,Forward,1992-01-29T00:00:00,6-10,240,8
1641752,Bobi Klintman,Bobi,Klintman,Forward,2003-03-06T00:00:00,6-9,225,1
1642261,Dalton Knecht,Dalton,Knecht,Forward,2001-04-19T00:00:00,6-6,215,1
1628995,Kevin Knox II,Kevin,Knox II,Forward,1999-08-11T00:00:00,6-8,215,8
1642278,Tyler Kolek,Tyler,Kolek,Guard,2001-03-27T00:00:00,6-2,195,1
1631132,Christian Koloko,Christian,Koloko,Center,2000-06-20T00:00:00,6-11,225,3
1629723,John Konchar,John,Konchar,Guard,1996-03-22T00:00:00,6-5,210,6
1628436,Luke Kornet,Luke,Kornet,Center-Forward,1995-07-15T00:00:00,7-1,250,8
1630249,Vít Krejčí,Vít,Krejčí,Guard,2000-06-19T00:00:00,6-8,195,4
1630228,Jonathan Kuminga,Jonathan,Kuminga,Forward,2002-10-06T00:00:00,6-7,225,4
1628398,Kyle Kuzma,Kyle,Kuzma,Forward,1995-07-24T00:00:00,6-8,221,8
1631222,Jake LaRavia,Jake,LaRavia,Forward,2001-11-03T00:00:00,6-7,235,3
203897,Zach LaVine,Zach,LaVine,Guard,1995-03-10T00:00:00,6-5,200,11
1627746,Skal Labissiere,Skal,Labissiere,Forward-Center,1996-03-18T00:00:00,6-10,235,6
1629111,Jock Landale,Jock,Landale,Center,1995-10-25T00:00:00,6-11,255,4
1641796,Pelle Larsson,Pelle,Larsson,Guard,2001-02-23T00:00:00,6-5,215,1
1630639,A.J. Lawson,A.J.,Lawson,Guard,2000-07-15T00:00:00,6-6,179,3
1627747,Caris LeVert,Caris,LeVert,Guard,1994-08-25T00:00:00,6-7,205,9
1627814,Damion Lee,Damion,Lee,Guard-Forward,1992-10-21T00:00:00,6-6,210,8
203458,Alex Len,Alex,Len,Center,1993-06-16T00:00:00,7-0,250,13
202695,Kawhi Leonard,Kawhi,Leonard,Forward,1991-06-29T00:00:00,6-6,225,14
1642502,Malevy Leons,Malevy,Leons,Forward,1999-09-23T00:00:00,6-9,210,2
1641721,Maxwell Lewis,Maxwell,Lewis,Forward,2002-07-27T00:00:00,6-7,215,3
1630604,E.J. Liddell,E.J.,Liddell,Forward,2000-12-18T00:00:00,6-6,240,2
203081,Damian Lillard,Damian,Lillard,Guard,1990-07-15T00:00:00,6-2,200,13
1641726,Dereck Lively II,Dereck,Lively II,Center,2004-02-12T00:00:00,7-1,230,2
1641753,Chris Livingston,Chris,Livingston,Forward,2003-10-15T00:00:00,6-6,220,2
1626172,Kevon Looney,Kevon,Looney,Forward,1996-02-06T00:00:00,6-9,222,10
201572,Brook Lopez,Brook,Lopez,Center,1988-04-01T00:00:00,7-1,282,17
201567,Kevin Love,Kevin,Love,Forward-Center,1988-09-07T00:00:00,6-10,251,17
200768,Kyle Lowry,Kyle,Lowry,Guard,1986-03-25T00:00:00,6-0,196,19
1641754,Seth Lundy,Seth,Lundy,Guard-Forward,2000-04-02T00:00:00,6-4,220,2
1626168,Trey Lyles,Trey,Lyles,Forward,1995-11-05T00:00:00,6-9,234,11
1630572,Sandro Mamukelashvili,Sandro,Mamukelashvili,Forward-Center,1999-05-23T00:00:00,6-9,240,4
1629611,Terance Mann,Terance,Mann,Guard-Forward,1996-10-18T00:00:00,6-6,215,6
1630544,Tre Mann,Tre,Mann,Guard,2001-02-03T00:00:00,6-4,178,4
1628374,Lauri Markkanen,Lauri,Markkanen,Forward-Center,1997-05-22T00:00:00,7-1,240,8
1630230,Naji Marshall,Naji,Marshall,Forward,1998-01-24T00:00:00,6-6,220,5
1628997,Caleb Martin,Caleb,Martin,Forward,1995-09-28T00:00:00,6-5,205,6
1628998,Cody Martin,Cody,Martin,Forward,1995-09-28T00:00:00,6-6,205,6
1641798,Jaylen Martin,Jaylen,Martin,Guard,2004-01-28T00:00:00,6-6,216,2
1630231,KJ Martin,KJ,Martin,Forward,2001-01-06T00:00:00,6-6,215,6
1631213,Tyrese Martin,Tyrese,Martin,Forward,1999-03-07T00:00:00,6-6,215,2
1629726,Garrison Mathews,Garrison,Mathews,Guard,1996-10-24T00:00:00,6-6,215,7
1631097,Bennedict Mathurin,Bennedict,Mathurin,Guard-Forward,2002-06-19T00:00:00,6-5,210,3
1631255,Karlo Matković,Karlo,Matković,Forward-Center,2001-03-30T00:00:00,6-10,231,1
1630178,Tyrese Maxey,Tyrese,Maxey,Guard,2000-11-04T00:00:00,6-2,200,5
1630540,Miles McBride,Miles,McBride,Guard,2000-09-08T00:00:00,6-2,195,4
1642272,Jared McCain,Jared,McCain,Guard,2004-02-20T00:00:00,6-3,195,1
1630644,Mac McClung,Mac,McClung,Guard,1999-01-06T00:00:00,6-2,185,3
203468,CJ McCollum,CJ,McCollum,Guard,1991-09-19T00:00:00,6-3,190,12
204456,T.J. McConnell,T.J.,McConnell,Guard,1992-03-25T00:00:00,6-1,190,10
1641755,Kevin McCullar Jr.,Kevin,McCullar Jr.,Guard,2001-03-15T00:00:00,6-6,210,1
1630183,Jaden McDaniels,Jaden,McDaniels,Forward,2000-09-29T00:00:00,6-9,185,5
